Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,psi_Rx_aire_deg,ang2_suelo_deg,T1,T2,Pot_dBm_diag,delta_xy_m_diag,delta_z_m_diag
89.625000,-26.931,-153.420,77.535,26.991,153.763,77.535,63.5884,26.4921,0.982814,0.982814,-35.774,Inf,1.320741
90.000000,-19.503,-154.455,77.386,19.509,154.504,77.386,63.5763,26.4887,0.982873,0.982873,-35.840,Inf,1.319967
90.375000,-12.033,-155.131,77.236,12.015,154.893,77.236,63.5657,26.4857,0.982897,0.982898,-36.117,Inf,1.319221
90.750000,-4.540,-155.446,77.087,4.525,154.935,77.087,63.5575,26.4834,0.982885,0.982886,-36.165,Inf,1.318518
91.125000,2.959,-155.400,76.937,-2.945,154.632,76.937,63.5514,26.4816,0.982835,0.982837,-36.281,Inf,1.317855
91.500000,10.448,-154.992,76.788,-10.380,153.986,76.788,63.5479,26.4804,0.982745,0.982749,-36.088,Inf,1.317238
91.875000,17.908,-154.223,76.638,-17.765,152.993,76.638,63.5458,26.4797,0.982617,0.982622,-35.795,Inf,1.316649
92.250000,25.323,-153.095,76.489,-25.085,151.657,76.489,63.5454,26.4793,0.982451,0.982458,-35.504,Inf,1.316088
92.625000,32.674,-151.610,76.340,-32.323,149.982,76.340,63.5466,26.4794,0.982251,0.982261,-34.808,Inf,1.315559
93.000000,39.945,-149.771,76.190,-39.463,147.967,76.190,63.5486,26.4797,0.982021,0.982033,-34.569,Inf,1.315043
93.375000,47.118,-147.583,76.041,-46.490,145.616,76.041,63.5514,26.4802,0.981764,0.981779,-34.114,Inf,1.314540
93.750000,54.177,-145.050,75.891,-53.385,142.929,75.891,63.5539,26.4807,0.981489,0.981506,-34.023,Inf,1.314030
94.125000,61.105,-142.179,75.742,-60.132,139.915,75.742,63.5564,26.4811,0.981200,0.981221,-34.203,Inf,1.313518
94.500000,67.886,-138.975,75.592,-66.714,136.576,75.592,63.5580,26.4812,0.980907,0.980931,-34.283,Inf,1.312986
94.875000,74.504,-135.446,75.443,-73.113,132.917,75.443,63.5580,26.4810,0.980618,0.980646,-34.126,Inf,1.312423
95.250000,80.943,-131.601,75.293,-79.312,128.949,75.293,63.5564,26.4804,0.980342,0.980374,-34.093,Inf,1.311827
95.625000,87.187,-127.447,75.144,-85.294,124.679,75.144,63.5527,26.4792,0.980088,0.980125,-33.727,Inf,1.311187
96.000000,93.223,-122.995,74.994,-91.046,120.123,74.994,63.5474,26.4776,0.979865,0.979907,-33.664,Inf,1.310516
96.375000,99.035,-118.256,74.845,-96.549,115.287,74.845,63.5396,26.4753,0.979680,0.979728,-33.429,Inf,1.309793
96.750000,104.610,-113.239,74.696,-101.795,110.191,74.696,63.5303,26.4727,0.979539,0.979595,-33.161,Inf,1.309039
97.125000,109.934,-107.957,74.546,-106.768,104.848,74.546,63.5192,26.4695,0.979447,0.979510,-33.049,Inf,1.308249
97.500000,114.995,-102.423,74.397,-111.462,99.275,74.397,63.5071,26.4661,0.979404,0.979477,-33.184,Inf,1.307436
97.875000,119.781,-96.648,74.247,-115.861,93.485,74.247,63.4932,26.4623,0.979411,0.979493,-33.345,Inf,1.306587
98.250000,124.280,-90.648,74.098,-119.963,87.499,74.098,63.4794,26.4585,0.979463,0.979556,-33.485,Inf,1.305736
98.625000,128.481,-84.435,73.948,-123.757,81.331,73.948,63.4648,26.4544,0.979554,0.979660,-33.613,Inf,1.304868
99.000000,132.374,-78.025,73.799,-127.235,74.996,73.799,63.4497,26.4502,0.979678,0.979797,-33.759,Inf,1.303988
99.375000,135.949,-71.432,73.649,-130.394,68.513,73.649,63.4349,26.4461,0.979826,0.979959,-33.609,Inf,1.303112
99.750000,139.199,-64.673,73.500,-133.227,61.898,73.500,63.4200,26.4420,0.979988,0.980136,-33.711,Inf,1.302231
100.125000,142.114,-57.763,73.350,-135.727,55.167,73.350,63.4052,26.4379,0.980154,0.980319,-33.510,Inf,1.301351
100.500000,144.688,-50.719,73.201,-137.895,48.338,73.201,63.3910,26.4339,0.980315,0.980497,-33.570,Inf,1.300481
100.875000,146.915,-43.557,73.051,-139.721,41.425,73.051,63.3767,26.4299,0.980463,0.980663,-33.915,Inf,1.299605
101.250000,148.789,-36.295,72.902,-141.206,34.446,72.902,63.3629,26.4261,0.980590,0.980808,-34.320,Inf,1.298736
101.625000,150.304,-28.951,72.753,-142.350,27.418,72.753,63.3498,26.4224,0.980688,0.980925,-34.755,Inf,1.297880
102.000000,151.459,-21.540,72.603,-143.152,20.359,72.603,63.3377,26.4190,0.980751,0.981008,-35.026,Inf,1.297040
102.375000,152.249,-14.082,72.454,-143.607,13.283,72.454,63.3258,26.4156,0.980776,0.981052,-35.323,Inf,1.296204
102.750000,152.672,-6.594,72.304,-143.722,6.208,72.304,63.3153,26.4126,0.980758,0.981053,-35.360,Inf,1.295390
