Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
90.000000,105.439,-90.341,95.532,44.325,-40.894,95.532,5.410059e-07,-32.668,0.268192,1.128270,4.231016
90.375000,110.077,-84.447,95.383,44.325,-40.173,95.383,5.054457e-07,-32.963,0.269631,1.128258,4.252381
90.750000,114.389,-78.310,95.233,44.456,-39.118,95.233,4.742900e-07,-33.240,0.271575,1.128424,4.272678
91.125000,118.363,-71.950,95.083,45.549,-37.227,95.083,4.367110e-07,-33.598,0.272719,1.128334,4.298310
91.500000,121.986,-65.383,94.934,49.923,-33.407,94.934,4.088001e-07,-33.885,0.268023,1.126155,4.315873
91.875000,125.249,-58.630,94.784,59.079,-27.974,94.784,4.365687e-07,-33.599,0.252131,1.121206,4.287357
92.250000,128.141,-51.711,94.634,69.148,-26.240,94.634,5.044936e-07,-32.971,0.232466,1.120618,4.232746
92.625000,130.654,-44.644,94.485,74.737,-26.338,94.485,5.606571e-07,-32.513,0.222755,1.123747,4.195461
93.000000,132.779,-37.451,94.335,71.762,-23.608,94.335,4.555875e-07,-33.414,0.229045,1.120535,4.261804
93.375000,134.510,-30.154,94.186,61.125,-17.962,94.186,3.011257e-07,-35.213,0.255614,1.119910,4.401907
93.750000,135.841,-22.773,94.036,3.893,60.522,94.036,2.865139e-07,-35.429,0.394066,1.121911,4.473656
94.125000,136.769,-15.331,93.886,6.735,58.966,93.886,2.722811e-07,-35.650,0.378451,1.122766,4.483977
94.500000,137.290,-7.849,93.737,0.505,60.190,93.737,2.462501e-07,-36.086,0.384115,1.121190,4.516279
94.875000,137.403,-0.350,93.587,-3.275,60.113,93.587,2.527211e-07,-35.974,0.385304,1.120573,4.508724
