Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
46.125000,153.623,-40.976,101.610,74.150,-24.261,101.610,4.041484e-07,-33.935,0.235129,1.150951,4.305130
46.500000,155.475,-33.708,101.460,68.725,-21.420,101.460,3.309406e-07,-34.802,0.247612,1.151013,4.372631
46.875000,156.983,-26.362,101.311,63.132,-14.953,101.311,2.534229e-07,-35.962,0.265570,1.155580,4.463401
47.250000,158.143,-18.952,101.161,60.444,-2.251,101.161,2.547873e-07,-35.938,0.279163,1.160931,4.468875
47.625000,158.952,-11.496,101.012,35.302,47.996,101.012,2.442541e-07,-36.122,0.321827,1.161855,4.500343
48.000000,159.411,-4.010,100.862,38.100,44.812,100.862,2.354442e-07,-36.281,0.314902,1.162610,4.508761
48.375000,159.516,3.489,100.713,36.878,47.269,100.713,2.448914e-07,-36.110,0.309766,1.160066,4.494373
48.750000,159.270,10.985,100.563,48.442,37.309,100.563,2.381121e-07,-36.232,0.287851,1.157612,4.493072
49.125000,158.671,18.461,100.414,54.816,32.493,100.414,2.812708e-07,-35.509,0.273125,1.153594,4.435137
49.500000,157.722,25.901,100.264,64.369,29.062,100.264,3.088599e-07,-35.102,0.250700,1.147590,4.394849
49.875000,156.426,33.287,100.115,70.188,28.813,100.115,4.195979e-07,-33.772,0.237951,1.146231,4.294744
50.250000,154.784,40.606,99.965,73.434,29.471,99.965,5.226974e-07,-32.817,0.231084,1.146510,4.224169
50.625000,152.802,47.839,99.816,74.865,29.224,99.816,5.589587e-07,-32.526,0.228379,1.146603,4.202255
51.000000,150.482,54.971,99.666,72.176,30.327,99.666,5.547896e-07,-32.559,0.231788,1.145370,4.206321
51.375000,147.832,61.987,99.517,65.981,31.975,99.517,5.196727e-07,-32.843,0.241407,1.144412,4.231389
51.750000,144.857,68.871,99.367,58.960,34.809,99.367,4.374856e-07,-33.590,0.252530,1.145618,4.289731
52.125000,141.563,75.609,99.218,53.014,38.084,99.218,4.442975e-07,-33.523,0.261005,1.147525,4.289552
52.500000,137.957,82.186,99.068,47.126,41.963,99.068,4.429465e-07,-33.536,0.267654,1.149278,4.293954
52.875000,134.049,88.587,98.919,44.949,43.345,98.919,4.628651e-07,-33.345,0.269283,1.149513,4.281399
53.250000,129.846,94.798,98.769,44.191,43.839,98.769,4.525074e-07,-33.444,0.269232,1.149189,4.288217
53.625000,125.358,100.807,98.620,44.892,44.900,98.620,4.858126e-07,-33.135,0.264813,1.147129,4.264237
54.000000,120.595,106.601,98.470,49.173,49.737,98.470,5.445107e-07,-32.640,0.247329,1.141796,4.220055
54.375000,115.567,112.166,98.321,53.991,54.916,98.321,6.094718e-07,-32.150,0.232149,1.141037,4.177453
54.750000,110.286,117.491,98.171,50.468,52.432,98.171,5.599821e-07,-32.518,0.240367,1.140130,4.207627
55.125000,104.763,122.564,98.022,43.360,47.795,98.022,4.944315e-07,-33.059,0.260338,1.143799,4.256292
55.500000,99.009,127.375,97.872,39.514,47.112,97.872,4.608933e-07,-33.364,0.269116,1.146698,4.282296
55.875000,93.039,131.914,97.723,38.026,47.747,97.723,4.424510e-07,-33.541,0.270309,1.146718,4.295290
56.250000,86.864,136.170,97.573,35.759,50.691,97.573,4.250300e-07,-33.716,0.266867,1.144833,4.305617
56.625000,80.498,140.136,97.424,32.544,55.200,97.424,4.518504e-07,-33.450,0.260486,1.141991,4.283538
57.000000,73.954,143.801,97.274,28.735,62.815,97.274,4.831189e-07,-33.159,0.247292,1.138011,4.255969
57.375000,67.248,147.160,97.125,27.385,67.843,97.125,5.078853e-07,-32.942,0.237964,1.136729,4.235615
57.750000,60.394,150.204,96.975,26.510,73.237,96.975,5.620265e-07,-32.502,0.228620,1.137397,4.199678
58.125000,53.406,152.927,96.826,26.629,75.102,96.826,5.912507e-07,-32.282,0.225261,1.137922,4.182399
58.500000,46.299,155.324,96.676,25.446,74.424,96.676,5.380671e-07,-32.692,0.226857,1.136911,4.211858
58.875000,39.090,157.389,96.527,23.456,71.743,96.527,4.253602e-07,-33.712,0.232527,1.135181,4.286332
59.250000,31.792,159.119,96.377,20.262,64.979,96.377,3.462709e-07,-34.606,0.248473,1.135287,4.357524
59.625000,24.422,160.510,96.228,13.172,61.336,96.228,3.023978e-07,-35.194,0.262221,1.138789,4.406128
60.000000,16.996,161.560,96.078,-4.766,56.835,96.078,2.764293e-07,-35.584,0.281664,1.146433,4.443615
60.375000,9.529,162.265,95.928,-47.392,32.522,95.928,2.727052e-07,-35.643,0.319826,1.145009,4.464132
60.750000,2.038,162.625,95.779,-38.483,42.630,95.779,2.740226e-07,-35.622,0.298951,1.144467,4.453810
61.125000,-5.462,162.640,95.629,-36.883,44.907,95.629,2.784613e-07,-35.552,0.291060,1.142677,4.445236
61.500000,-12.954,162.309,95.480,-33.001,50.697,95.480,2.987966e-07,-35.246,0.275949,1.138517,4.416388
61.875000,-20.424,161.633,95.330,-29.961,56.327,95.330,3.225198e-07,-34.914,0.261664,1.134270,4.385748
62.250000,-27.854,160.615,95.181,-28.079,63.988,95.181,4.231616e-07,-33.735,0.243653,1.130505,4.293459
62.625000,-35.230,159.255,95.031,-28.093,71.029,95.031,5.034091e-07,-32.981,0.229205,1.130961,4.232757
63.000000,-42.535,157.558,94.882,-28.571,71.993,94.882,5.998754e-07,-32.219,0.226722,1.131060,4.178051
63.375000,-49.755,155.527,94.732,-28.699,73.774,94.732,6.326926e-07,-31.988,0.223337,1.131713,4.159974
63.750000,-56.874,153.167,94.583,-29.668,71.041,94.583,6.260945e-07,-32.034,0.226792,1.129922,4.164955
64.125000,-63.877,150.483,94.433,-31.131,64.888,94.433,5.835830e-07,-32.339,0.236209,1.127866,4.191395
64.500000,-70.750,147.480,94.284,-33.869,57.110,94.284,5.022754e-07,-32.991,0.248843,1.128498,4.243869
64.875000,-77.478,144.166,94.134,-36.499,51.664,94.134,4.998378e-07,-33.012,0.257117,1.130115,4.249796
65.250000,-84.046,140.547,93.985,-40.154,45.921,93.985,4.950342e-07,-33.054,0.263982,1.131834,4.256363
65.625000,-90.443,136.631,93.835,-41.508,43.778,93.835,5.180458e-07,-32.856,0.265694,1.132039,4.243415
66.000000,-96.653,132.426,93.686,-42.530,42.543,93.686,5.159413e-07,-32.874,0.265720,1.131642,4.244620
66.375000,-102.665,127.941,93.536,-43.884,44.056,93.536,5.452114e-07,-32.634,0.258922,1.128756,4.224135
66.750000,-108.465,123.187,93.387,-48.498,48.035,93.387,6.083242e-07,-32.159,0.242709,1.124532,4.181923
67.125000,-114.042,118.173,93.237,-54.470,53.729,93.237,6.915760e-07,-31.602,0.225665,1.125648,4.133572
67.500000,-119.385,112.909,93.088,-51.431,49.577,93.088,6.492242e-07,-31.876,0.235123,1.123320,4.157863
67.875000,-124.481,107.407,92.938,-46.972,42.888,92.938,5.632121e-07,-32.493,0.253467,1.125150,4.211069
68.250000,-129.322,101.678,92.789,-45.340,39.218,92.789,5.209790e-07,-32.832,0.263843,1.128195,4.240345
68.625000,-133.896,95.735,92.639,-46.560,36.850,92.639,4.948241e-07,-33.055,0.265338,1.128299,4.256751
69.000000,-138.195,89.589,92.490,-49.445,33.983,92.490,4.780284e-07,-33.205,0.263045,1.126893,4.265956
69.375000,-142.210,83.254,92.340,-53.396,31.910,92.340,5.000534e-07,-33.010,0.256206,1.123947,4.248489
69.750000,-145.932,76.743,92.191,-61.374,28.303,92.191,5.387434e-07,-32.686,0.242182,1.120367,4.218083
70.125000,-149.355,70.070,92.041,-66.650,26.970,92.041,5.712686e-07,-32.432,0.232604,1.119909,4.194952
70.500000,-152.470,63.247,91.892,-71.225,26.878,91.892,6.682675e-07,-31.750,0.224401,1.121379,4.142768
70.875000,-155.273,56.291,91.742,-73.986,26.383,91.742,6.687482e-07,-31.747,0.220089,1.122816,4.140188
71.250000,-157.756,49.214,91.593,-74.238,25.534,91.593,6.359804e-07,-31.966,0.219974,1.122357,4.155340
71.625000,-159.917,42.032,91.443,-70.993,24.229,91.443,5.494351e-07,-32.601,0.225836,1.119313,4.202882
72.000000,-161.749,34.759,91.294,-68.463,21.024,91.294,4.585582e-07,-33.386,0.232127,1.117342,4.261197
72.375000,-163.250,27.411,91.144,-60.888,17.245,91.144,3.849661e-07,-34.146,0.251357,1.118316,4.324861
72.750000,-164.416,20.002,90.995,-57.841,9.878,90.995,3.202807e-07,-34.945,0.264200,1.122242,4.387734
73.125000,-165.246,12.548,90.845,-49.246,-24.652,90.845,3.178124e-07,-34.978,0.286496,1.127261,4.401223
73.500000,-165.738,5.065,90.696,-41.861,-35.721,90.696,2.988957e-07,-35.245,0.295793,1.126661,4.423971
73.875000,-165.891,-2.434,90.546,-9.823,59.901,90.546,1.355827e-07,-38.678,0.339393,1.118029,4.681204
74.250000,-165.705,-9.931,90.397,-2.705,61.424,90.397,1.601365e-07,-37.955,0.362830,1.116685,4.639147
74.625000,-165.180,-17.413,90.247,9.130,63.374,90.247,1.621242e-07,-37.902,0.402773,1.114327,4.648728
75.000000,-164.319,-24.863,90.098,8.789,63.373,90.098,1.878162e-07,-37.263,0.413198,1.113765,4.607272
75.375000,-163.122,-32.267,89.948,-67.716,-27.105,89.948,5.503248e-07,-32.594,0.228242,1.113438,4.203085
75.750000,-161.592,-39.609,89.798,-70.598,-27.700,89.798,6.435993e-07,-31.914,0.222342,1.114885,4.152245
76.125000,-159.733,-46.875,89.649,-72.448,-28.090,89.649,7.227595e-07,-31.410,0.218742,1.116106,4.114996
76.500000,-157.549,-54.050,89.499,-70.561,-28.930,89.499,7.473287e-07,-31.265,0.220796,1.114347,4.105845
76.875000,-155.044,-61.120,89.350,-67.332,-29.463,89.350,7.295161e-07,-31.370,0.225363,1.111835,4.115552
77.250000,-152.224,-68.069,89.200,-61.354,-30.892,89.200,6.263660e-07,-32.032,0.234665,1.109511,4.166894
77.625000,-149.094,-74.885,89.051,-54.718,-33.411,89.051,6.088681e-07,-32.155,0.245197,1.109583,4.181236
78.000000,-145.661,-81.553,88.901,-47.760,-36.876,88.901,5.705415e-07,-32.437,0.255577,1.111473,4.206625
78.375000,-141.931,-88.060,88.752,-43.961,-38.714,88.752,5.662654e-07,-32.470,0.260757,1.112667,4.211667
78.750000,-137.914,-94.393,88.602,-42.058,-40.235,88.602,5.828111e-07,-32.345,0.261577,1.112457,4.203295
79.125000,-133.616,-100.539,88.453,-41.346,-41.369,88.453,6.081841e-07,-32.160,0.260162,1.111465,4.189517
79.500000,-129.048,-106.487,88.303,-43.349,-44.390,88.303,6.423282e-07,-31.922,0.249338,1.107656,4.166928
79.875000,-124.217,-112.224,88.154,-49.739,-50.229,88.154,7.271771e-07,-31.384,0.228897,1.106416,4.117919
80.250000,-119.134,-117.739,88.004,-53.380,-54.238,88.004,7.902247e-07,-31.022,0.218843,1.109783,4.087186
80.625000,-113.809,-123.021,87.855,-47.669,-49.570,87.855,6.949544e-07,-31.580,0.232232,1.104722,4.133383
81.000000,-108.254,-128.059,87.705,-40.906,-44.507,87.705,6.305257e-07,-32.003,0.252284,1.106309,4.173938
81.375000,-102.478,-132.844,87.556,-37.510,-43.839,87.556,5.864078e-07,-32.318,0.260225,1.108441,4.200278
81.750000,-96.495,-137.366,87.406,-35.641,-44.828,87.406,5.495065e-07,-32.600,0.261294,1.108301,4.220555
82.125000,-90.316,-141.616,87.257,-32.195,-49.396,87.257,5.432792e-07,-32.650,0.255665,1.105722,4.220879
82.500000,-83.953,-145.586,87.107,-30.260,-54.001,87.107,5.798635e-07,-32.367,0.247112,1.102806,4.196290
82.875000,-77.419,-149.269,86.958,-27.793,-59.528,86.958,6.107647e-07,-32.141,0.237509,1.101086,4.175139
83.250000,-70.728,-152.656,86.808,-26.569,-67.522,86.808,6.861122e-07,-31.636,0.223287,1.103048,4.131961
83.625000,-63.892,-155.742,86.659,-26.459,-70.260,86.659,7.633844e-07,-31.173,0.218627,1.104770,4.096972
84.000000,-56.926,-158.520,86.509,-26.148,-72.901,86.509,7.812772e-07,-31.072,0.214600,1.106964,4.087765
84.375000,-49.842,-160.986,86.360,-25.090,-72.217,86.360,7.714094e-07,-31.127,0.215979,1.105362,4.092275
84.750000,-42.657,-163.134,86.210,-23.264,-69.934,86.210,6.366097e-07,-31.961,0.220397,1.102088,4.152915
85.125000,-35.382,-164.960,86.061,-21.978,-66.496,86.061,5.427583e-07,-32.654,0.227111,1.098927,4.204937
85.500000,-28.034,-166.461,85.911,-17.493,-59.414,85.911,4.274648e-07,-33.691,0.245205,1.097826,4.287389
85.875000,-20.627,-167.635,85.762,-14.511,-55.442,85.762,3.743786e-07,-34.267,0.258206,1.100822,4.334787
86.250000,-13.174,-168.478,85.612,10.660,-52.111,85.612,3.619787e-07,-34.413,0.273914,1.106203,4.353357
86.625000,-5.692,-168.990,85.463,28.170,-44.539,85.463,3.663117e-07,-34.361,0.285359,1.106389,4.355094
87.000000,1.806,-169.170,85.313,33.155,-42.437,85.313,3.418275e-07,-34.662,0.283095,1.103590,4.374757
87.375000,9.305,-169.017,85.164,29.836,-47.372,85.164,3.949180e-07,-34.035,0.269184,1.099689,4.323841
