Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
29.250000,-115.383,-103.181,108.338,-50.063,-51.636,108.338,4.298506e-07,-33.667,0.258973,1.173127,4.301458
29.625000,-110.318,-108.713,108.189,-55.857,-56.926,108.189,4.809124e-07,-33.179,0.241242,1.169809,4.257724
30.000000,-104.992,-113.992,108.039,-50.370,-52.959,108.039,4.253768e-07,-33.712,0.255468,1.171436,4.302675
30.375000,-99.416,-119.008,107.889,-44.260,-49.386,107.889,3.731398e-07,-34.281,0.273389,1.177040,4.351962
30.750000,-93.604,-123.748,107.740,-41.914,-49.579,107.740,3.489147e-07,-34.573,0.277441,1.178333,4.374428
31.125000,-87.570,-128.203,107.590,-40.413,-51.186,107.590,3.547326e-07,-34.501,0.276306,1.177422,4.368766
31.500000,-81.328,-132.360,107.441,-37.824,-53.533,107.441,3.338639e-07,-34.764,0.274985,1.176474,4.386469
31.875000,-74.893,-136.212,107.291,-33.486,-58.810,107.291,3.374998e-07,-34.717,0.268313,1.173465,4.379642
32.250000,-68.279,-139.748,107.142,-29.479,-66.548,107.142,3.524772e-07,-34.529,0.254775,1.168812,4.359179
32.625000,-61.503,-142.962,106.992,-27.665,-73.328,106.992,3.939590e-07,-34.045,0.242291,1.166524,4.318553
33.000000,-54.579,-145.845,106.843,-28.107,-77.152,106.843,4.559007e-07,-33.411,0.234903,1.166311,4.270102
33.375000,-47.525,-148.392,106.693,-26.694,-77.665,106.693,4.256266e-07,-33.710,0.234686,1.165913,4.290826
33.750000,-40.356,-150.597,106.544,-24.138,-75.991,106.544,3.556176e-07,-34.490,0.238965,1.165214,4.347734
34.125000,-33.090,-152.454,106.394,-21.416,-70.031,106.394,2.997071e-07,-35.233,0.252679,1.166232,4.407118
34.500000,-25.743,-153.960,106.245,-14.535,-64.921,106.245,2.321409e-07,-36.342,0.269812,1.171175,4.493879
34.875000,-18.332,-155.111,106.095,-3.330,-60.761,106.095,2.179196e-07,-36.617,0.287842,1.178814,4.522372
35.250000,-10.874,-155.905,105.946,47.029,-39.542,105.946,2.094393e-07,-36.789,0.320125,1.177255,4.548116
35.625000,-3.387,-156.341,105.796,47.739,-38.082,105.796,2.165302e-07,-36.645,0.319478,1.177349,4.537741
36.000000,4.112,-156.417,105.647,44.980,-42.501,105.647,2.115245e-07,-36.746,0.306670,1.175444,4.539310
36.375000,11.607,-156.133,105.497,39.004,-49.614,105.497,2.182802e-07,-36.610,0.291505,1.173007,4.522874
36.750000,19.079,-155.491,105.348,35.933,-54.930,105.348,2.520207e-07,-35.986,0.277908,1.169105,4.472521
37.125000,26.512,-154.493,105.198,30.019,-65.501,105.198,2.801221e-07,-35.527,0.255462,1.163065,4.428736
37.500000,33.889,-153.140,105.049,29.455,-71.335,105.049,3.722334e-07,-34.292,0.242679,1.160991,4.335388
37.875000,41.193,-151.435,104.899,29.217,-76.072,104.899,4.291915e-07,-33.673,0.233624,1.160936,4.287142
38.250000,48.407,-149.384,104.750,30.208,-75.897,104.750,4.876769e-07,-33.119,0.232891,1.160585,4.247856
38.625000,55.514,-146.991,104.600,31.762,-71.825,104.600,4.694664e-07,-33.284,0.238494,1.159655,4.262419
39.000000,62.500,-144.261,104.451,33.631,-65.459,104.451,4.319109e-07,-33.646,0.248655,1.159989,4.293240
39.375000,69.347,-141.202,104.301,37.261,-57.773,104.301,3.782033e-07,-34.223,0.260540,1.162373,4.339958
39.750000,76.041,-137.819,104.152,41.663,-50.488,104.152,3.809962e-07,-34.191,0.270163,1.165115,4.342754
40.125000,82.566,-134.122,104.002,43.988,-47.664,104.002,3.934759e-07,-34.051,0.271772,1.165297,4.333750
40.500000,88.908,-130.118,103.853,44.542,-46.436,103.853,4.071750e-07,-33.902,0.272707,1.165402,4.323805
40.875000,95.052,-125.817,103.703,45.684,-45.428,103.703,4.232168e-07,-33.734,0.271927,1.164763,4.311613
41.250000,100.984,-121.228,103.554,47.342,-46.007,103.554,4.423301e-07,-33.543,0.266650,1.162382,4.295364
41.625000,106.692,-116.363,103.404,53.112,-51.746,103.404,5.110736e-07,-32.915,0.245724,1.156539,4.240144
42.000000,112.163,-111.233,103.255,55.557,-54.013,103.255,5.400036e-07,-32.676,0.238483,1.155707,4.219414
42.375000,117.383,-105.848,103.105,50.608,-48.184,103.105,4.664072e-07,-33.312,0.255163,1.157514,4.272967
42.750000,122.343,-100.222,102.956,47.556,-42.683,102.956,4.133494e-07,-33.837,0.271502,1.162725,4.318353
43.125000,127.030,-94.368,102.806,47.927,-40.685,102.806,3.888494e-07,-34.102,0.274520,1.163560,4.338462
43.500000,131.435,-88.297,102.657,49.985,-39.083,102.657,3.948891e-07,-34.035,0.272430,1.162219,4.332630
43.875000,135.547,-82.025,102.507,52.481,-36.728,102.507,3.814518e-07,-34.186,0.270259,1.160897,4.341964
44.250000,139.357,-75.566,102.358,59.233,-31.822,102.358,3.893333e-07,-34.097,0.260709,1.156981,4.330620
44.625000,142.858,-68.933,102.208,67.430,-28.714,102.208,4.133636e-07,-33.837,0.245706,1.153006,4.304241
45.000000,146.042,-62.142,102.059,72.476,-28.376,102.059,4.957391e-07,-33.047,0.236071,1.152232,4.243697
45.375000,148.901,-55.209,101.909,75.863,-27.104,101.909,5.170113e-07,-32.865,0.230822,1.152470,4.228022
45.750000,151.430,-48.148,101.759,76.410,-25.852,101.759,4.869154e-07,-33.125,0.230434,1.152096,4.245993
46.125000,153.623,-40.976,101.610,74.150,-24.261,101.610,4.041482e-07,-33.935,0.235129,1.150951,4.305130
46.500000,155.475,-33.708,101.460,68.727,-21.417,101.460,3.309393e-07,-34.803,0.247610,1.151013,4.372631
46.875000,156.983,-26.362,101.311,63.133,-14.956,101.311,2.534208e-07,-35.962,0.265565,1.155578,4.463401
47.250000,158.143,-18.952,101.161,60.445,-2.260,101.161,2.547849e-07,-35.938,0.279158,1.160929,4.468875
47.625000,158.952,-11.496,101.012,35.311,47.992,101.012,2.442467e-07,-36.122,0.321805,1.161852,4.500343
48.000000,159.411,-4.010,100.862,38.102,44.808,100.862,2.354449e-07,-36.281,0.314903,1.162613,4.508761
48.375000,159.516,3.489,100.713,36.882,47.263,100.713,2.448905e-07,-36.110,0.309763,1.160069,4.494373
48.750000,159.270,10.985,100.563,48.444,37.308,100.563,2.381104e-07,-36.232,0.287846,1.157610,4.493072
49.125000,158.671,18.461,100.414,54.816,32.494,100.414,2.812700e-07,-35.509,0.273123,1.153593,4.435137
49.500000,157.722,25.901,100.264,64.370,29.061,100.264,3.088601e-07,-35.102,0.250700,1.147590,4.394849
49.875000,156.426,33.287,100.115,70.190,28.814,100.115,4.195941e-07,-33.772,0.237945,1.146232,4.294744
50.250000,154.784,40.606,99.965,73.434,29.471,99.965,5.226975e-07,-32.817,0.231085,1.146510,4.224169
50.625000,152.802,47.839,99.816,74.865,29.225,99.816,5.589573e-07,-32.526,0.228378,1.146604,4.202255
51.000000,150.482,54.971,99.666,72.182,30.319,99.666,5.547855e-07,-32.559,0.231784,1.145371,4.206321
51.375000,147.832,61.987,99.517,65.981,31.975,99.517,5.196735e-07,-32.843,0.241408,1.144412,4.231389
51.750000,144.857,68.871,99.367,58.960,34.808,99.367,4.374864e-07,-33.590,0.252531,1.145618,4.289731
52.125000,141.563,75.609,99.218,53.018,38.077,99.218,4.442990e-07,-33.523,0.261007,1.147526,4.289552
52.500000,137.957,82.186,99.068,47.125,41.963,99.068,4.429475e-07,-33.536,0.267656,1.149279,4.293954
52.875000,134.049,88.587,98.919,44.949,43.344,98.919,4.628650e-07,-33.345,0.269283,1.149513,4.281399
53.250000,129.846,94.798,98.769,44.191,43.839,98.769,4.525086e-07,-33.444,0.269234,1.149189,4.288217
53.625000,125.358,100.807,98.620,44.895,44.900,98.620,4.858068e-07,-33.135,0.264806,1.147126,4.264237
54.000000,120.595,106.601,98.470,49.174,49.736,98.470,5.445121e-07,-32.640,0.247330,1.141796,4.220055
54.375000,115.567,112.166,98.321,53.994,54.915,98.321,6.094687e-07,-32.150,0.232146,1.141038,4.177453
54.750000,110.286,117.491,98.171,50.468,52.432,98.171,5.599831e-07,-32.518,0.240368,1.140130,4.207627
55.125000,104.763,122.564,98.022,43.358,47.800,98.022,4.944271e-07,-33.059,0.260333,1.143797,4.256292
55.500000,99.009,127.375,97.872,39.514,47.113,97.872,4.608919e-07,-33.364,0.269114,1.146697,4.282296
55.875000,93.039,131.914,97.723,38.026,47.748,97.723,4.424502e-07,-33.541,0.270308,1.146718,4.295290
56.250000,86.864,136.170,97.573,35.758,50.694,97.573,4.250235e-07,-33.716,0.266858,1.144830,4.305617
56.625000,80.498,140.136,97.424,32.544,55.200,97.424,4.518501e-07,-33.450,0.260485,1.141991,4.283538
57.000000,73.954,143.801,97.274,28.733,62.815,97.274,4.831201e-07,-33.159,0.247293,1.138011,4.255969
57.375000,67.248,147.160,97.125,27.385,67.844,97.125,5.078826e-07,-32.942,0.237961,1.136729,4.235615
57.750000,60.394,150.204,96.975,26.505,73.235,96.975,5.620333e-07,-32.502,0.228627,1.137395,4.199678
58.125000,53.406,152.927,96.826,26.627,75.103,96.826,5.912501e-07,-32.282,0.225260,1.137922,4.182399
58.500000,46.299,155.324,96.676,25.446,74.424,96.676,5.380660e-07,-32.692,0.226856,1.136911,4.211858
58.875000,39.090,157.389,96.527,23.455,71.740,96.527,4.253646e-07,-33.712,0.232533,1.135181,4.286332
59.250000,31.792,159.119,96.377,20.259,64.981,96.377,3.462695e-07,-34.606,0.248471,1.135287,4.357524
59.625000,24.422,160.510,96.228,13.174,61.341,96.228,3.023881e-07,-35.194,0.262203,1.138782,4.406128
60.000000,16.996,161.560,96.078,-4.775,56.833,96.078,2.764315e-07,-35.584,0.281669,1.146434,4.443615
60.375000,9.529,162.265,95.928,-47.389,32.525,95.928,2.727043e-07,-35.643,0.319824,1.145011,4.464132
60.750000,2.038,162.625,95.779,-38.484,42.629,95.779,2.740217e-07,-35.622,0.298949,1.144466,4.453810
61.125000,-5.462,162.640,95.629,-36.881,44.906,95.629,2.784632e-07,-35.552,0.291064,1.142679,4.445236
61.500000,-12.954,162.309,95.480,-33.001,50.696,95.480,2.987982e-07,-35.246,0.275953,1.138518,4.416388
61.875000,-20.424,161.633,95.330,-29.960,56.329,95.330,3.225176e-07,-34.914,0.261660,1.134269,4.385748
62.250000,-27.854,160.615,95.181,-28.078,63.989,95.181,4.231612e-07,-33.735,0.243652,1.130505,4.293459
62.625000,-35.230,159.255,95.031,-28.098,71.027,95.031,5.034109e-07,-32.981,0.229207,1.130960,4.232757
63.000000,-42.535,157.558,94.882,-28.570,71.994,94.882,5.998742e-07,-32.219,0.226721,1.131060,4.178051
63.375000,-49.755,155.527,94.732,-28.700,73.782,94.732,6.326784e-07,-31.988,0.223324,1.131719,4.159974
63.750000,-56.874,153.167,94.583,-29.667,71.042,94.583,6.260942e-07,-32.034,0.226792,1.129922,4.164955
64.125000,-63.877,150.483,94.433,-31.130,64.888,94.433,5.835830e-07,-32.339,0.236209,1.127866,4.191395
64.500000,-70.750,147.480,94.284,-33.869,57.109,94.284,5.022760e-07,-32.991,0.248844,1.128498,4.243869
64.875000,-77.478,144.166,94.134,-36.499,51.664,94.134,4.998372e-07,-33.012,0.257117,1.130115,4.249796
65.250000,-84.046,140.547,93.985,-40.157,45.919,93.985,4.950335e-07,-33.054,0.263982,1.131833,4.256363
65.625000,-90.443,136.631,93.835,-41.508,43.778,93.835,5.180461e-07,-32.856,0.265694,1.132039,4.243415
66.000000,-96.653,132.426,93.686,-42.530,42.542,93.686,5.159418e-07,-32.874,0.265721,1.131642,4.244620
66.375000,-102.665,127.941,93.536,-43.885,44.056,93.536,5.452118e-07,-32.634,0.258922,1.128756,4.224135
66.750000,-108.465,123.187,93.387,-48.497,48.035,93.387,6.083266e-07,-32.159,0.242711,1.124532,4.181923
67.125000,-114.042,118.173,93.237,-54.467,53.731,93.237,6.915779e-07,-31.602,0.225666,1.125648,4.133572
67.500000,-119.385,112.909,93.088,-51.430,49.577,93.088,6.492264e-07,-31.876,0.235124,1.123320,4.157863
67.875000,-124.481,107.407,92.938,-46.972,42.888,92.938,5.632126e-07,-32.493,0.253467,1.125151,4.211069
68.250000,-129.322,101.678,92.789,-45.340,39.219,92.789,5.209788e-07,-32.832,0.263843,1.128195,4.240345
68.625000,-133.896,95.735,92.639,-46.553,36.853,92.639,4.948338e-07,-33.055,0.265349,1.128303,4.256751
69.000000,-138.195,89.589,92.490,-49.444,33.981,92.490,4.780327e-07,-33.205,0.263050,1.126895,4.265956
69.375000,-142.210,83.254,92.340,-53.395,31.910,92.340,5.000540e-07,-33.010,0.256207,1.123947,4.248489
69.750000,-145.932,76.743,92.191,-61.374,28.303,92.191,5.387435e-07,-32.686,0.242182,1.120367,4.218083
70.125000,-149.355,70.070,92.041,-66.650,26.971,92.041,5.712678e-07,-32.432,0.232603,1.119909,4.194952
70.500000,-152.470,63.247,91.892,-71.226,26.877,91.892,6.682665e-07,-31.751,0.224400,1.121379,4.142768
70.875000,-155.273,56.291,91.742,-73.986,26.383,91.742,6.687484e-07,-31.747,0.220089,1.122816,4.140188
71.250000,-157.756,49.214,91.593,-74.237,25.534,91.593,6.359819e-07,-31.966,0.219975,1.122356,4.155340
71.625000,-159.917,42.032,91.443,-70.995,24.226,91.443,5.494339e-07,-32.601,0.225835,1.119314,4.202882
72.000000,-161.749,34.759,91.294,-68.463,21.023,91.294,4.585584e-07,-33.386,0.232127,1.117342,4.261197
72.375000,-163.250,27.411,91.144,-60.887,17.249,91.144,3.849660e-07,-34.146,0.251357,1.118315,4.324861
72.750000,-164.416,20.002,90.995,-57.840,9.882,90.995,3.202813e-07,-34.945,0.264201,1.122242,4.387734
73.125000,-165.246,12.548,90.845,-49.244,-24.654,90.845,3.178151e-07,-34.978,0.286501,1.127263,4.401223
73.500000,-165.738,5.065,90.696,-41.859,-35.720,90.696,2.989021e-07,-35.245,0.295806,1.126667,4.423971
73.875000,-165.891,-2.434,90.546,-9.818,59.900,90.546,1.355862e-07,-38.678,0.339413,1.118031,4.681204
74.250000,-165.705,-9.931,90.397,-2.704,61.428,90.397,1.601338e-07,-37.955,0.362817,1.116682,4.639147
74.625000,-165.180,-17.413,90.247,9.132,63.374,90.247,1.621259e-07,-37.901,0.402783,1.114327,4.648728
75.000000,-164.319,-24.863,90.098,8.796,63.371,90.098,1.878228e-07,-37.263,0.413231,1.113765,4.607272
75.375000,-163.122,-32.267,89.948,-67.718,-27.105,89.948,5.503227e-07,-32.594,0.228240,1.113439,4.203085
75.750000,-161.592,-39.609,89.798,-70.598,-27.700,89.798,6.435990e-07,-31.914,0.222342,1.114886,4.152245
76.125000,-159.733,-46.875,89.649,-72.447,-28.091,89.649,7.227597e-07,-31.410,0.218742,1.116106,4.114996
76.500000,-157.549,-54.050,89.499,-70.559,-28.930,89.499,7.473338e-07,-31.265,0.220800,1.114345,4.105845
76.875000,-155.044,-61.120,89.350,-67.332,-29.462,89.350,7.295167e-07,-31.370,0.225363,1.111835,4.115552
77.250000,-152.224,-68.069,89.200,-61.350,-30.894,89.200,6.263725e-07,-32.032,0.234671,1.109510,4.166894
77.625000,-149.094,-74.885,89.051,-54.719,-33.410,89.051,6.088678e-07,-32.155,0.245197,1.109583,4.181236
78.000000,-145.661,-81.553,88.901,-47.759,-36.876,88.901,5.705415e-07,-32.437,0.255577,1.111473,4.206625
78.375000,-141.931,-88.060,88.752,-43.960,-38.715,88.752,5.662666e-07,-32.470,0.260759,1.112667,4.211667
78.750000,-137.914,-94.393,88.602,-42.059,-40.234,88.602,5.828100e-07,-32.345,0.261576,1.112457,4.203295
79.125000,-133.616,-100.539,88.453,-41.347,-41.368,88.453,6.081838e-07,-32.160,0.260162,1.111465,4.189517
79.500000,-129.048,-106.487,88.303,-43.350,-44.389,88.303,6.423287e-07,-31.922,0.249339,1.107656,4.166928
79.875000,-124.217,-112.224,88.154,-49.740,-50.229,88.154,7.271759e-07,-31.384,0.228896,1.106417,4.117919
80.250000,-119.134,-117.739,88.004,-53.385,-54.232,88.004,7.902266e-07,-31.022,0.218844,1.109782,4.087186
80.625000,-113.809,-123.021,87.855,-47.669,-49.570,87.855,6.949554e-07,-31.580,0.232233,1.104722,4.133383
81.000000,-108.254,-128.059,87.705,-40.906,-44.507,87.705,6.305254e-07,-32.003,0.252284,1.106308,4.173938
81.375000,-102.478,-132.844,87.556,-37.509,-43.839,87.556,5.864102e-07,-32.318,0.260227,1.108442,4.200278
81.750000,-96.495,-137.366,87.406,-35.641,-44.828,87.406,5.495064e-07,-32.600,0.261294,1.108301,4.220555
82.125000,-90.316,-141.616,87.257,-32.197,-49.393,87.257,5.432810e-07,-32.650,0.255666,1.105722,4.220879
82.500000,-83.953,-145.586,87.107,-30.259,-54.001,87.107,5.798637e-07,-32.367,0.247112,1.102806,4.196290
82.875000,-77.419,-149.269,86.958,-27.792,-59.527,86.958,6.107666e-07,-32.141,0.237511,1.101086,4.175139
83.250000,-70.728,-152.656,86.808,-26.567,-67.523,86.808,6.861119e-07,-31.636,0.223287,1.103048,4.131961
83.625000,-63.892,-155.742,86.659,-26.459,-70.260,86.659,7.633844e-07,-31.173,0.218627,1.104770,4.096972
84.000000,-56.926,-158.520,86.509,-26.148,-72.900,86.509,7.812779e-07,-31.072,0.214600,1.106963,4.087765
84.375000,-49.842,-160.986,86.360,-25.090,-72.217,86.360,7.714089e-07,-31.127,0.215979,1.105362,4.092275
84.750000,-42.657,-163.134,86.210,-23.266,-69.932,86.210,6.366129e-07,-31.961,0.220400,1.102087,4.152915
85.125000,-35.382,-164.960,86.061,-21.977,-66.496,86.061,5.427590e-07,-32.654,0.227111,1.098927,4.204937
85.500000,-28.034,-166.461,85.911,-17.492,-59.413,85.911,4.274679e-07,-33.691,0.245209,1.097827,4.287389
85.875000,-20.627,-167.635,85.762,-14.518,-55.440,85.762,3.743784e-07,-34.267,0.258205,1.100822,4.334787
86.250000,-13.174,-168.478,85.612,10.669,-52.108,85.612,3.619829e-07,-34.413,0.273921,1.106205,4.353357
86.625000,-5.692,-168.990,85.463,28.170,-44.540,85.463,3.663103e-07,-34.362,0.285356,1.106388,4.355094
87.000000,1.806,-169.170,85.313,33.154,-42.438,85.313,3.418259e-07,-34.662,0.283092,1.103589,4.374757
87.375000,9.305,-169.017,85.164,29.837,-47.372,85.164,3.949184e-07,-34.035,0.269185,1.099689,4.323841
