Tx_ID,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
1,147.500,0.000,120.000,1.727,-67.830,120.000,1.459204e-07,-38.359,0.406139,1.213662,4.692950
2,-139.644,-65.466,109.235,-80.774,18.969,109.235,3.180024e-07,-34.976,0.250537,1.172794,4.388727
3,120.595,106.601,98.470,-86.420,96.132,98.470,3.088350e-07,-35.103,0.255546,1.227437,4.406132
4,-108.254,-128.059,87.705,0.151,59.888,87.705,6.012347e-07,-32.210,0.741016,1.106788,4.328837
